id,cancion,artista,genero,subestilo,pais,origen,yt_channel_subscribers_log,channel_age_years,is_vevo,is_licensed_content,lastfm_artist_listeners,lastfm_artist_playcount,lastfm_plays_per_listener,lastfm_top_tag_score,lastfm_top10_listeners_mean,lastfm_similar_match_mean,territorio_top_1,territorio_top_2,n_territorios_top,career_stage,label_type,has_featuring,n_collaborators,release_month,duracion_total_s,tempo_bpm,energia_rms_mean,energia_rms_std,brillo_centroide_mean,brillo_centroide_std,ancho_banda_hz,caida_espectral_rolloff,tasa_cruces_cero,bailabilidad_essentia,complejidad_dinamica_essentia,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,nivel,nivel_predicho,prob_bajo,prob_medio,prob_alto
247,Con el Viento,Rozalén,Balada,Balada folk,ES,real,5.892,10.7,True,True,40062,679359,16.96,79,14928,0.3745,US,,1,Establecido,Major,False,0,11,200.85,95.7,0.1743000000715256,0.0872000008821487,2424.64,902.06,2531.91,4976.94,0.1054,1.0054,-14.7869,-126.2302017211914,73.29759979248047,-6.676599979400635,19.98789978027344,5.767099857330322,Bajo,Bajo,0.8685176746645888,0.12068710650728025,0.010795218828130986
248,La Cruz del Olvido,Manuel Carrasco,Balada,Balada rock,ES,real,5.332,12.3,True,True,30475,702628,23.06,82,13076,0.531,US,MX,3,Emergente,Major,False,0,10,224.44,92.3,0.2433999925851822,0.1080000028014183,1822.9,789.88,2110.16,3763.17,0.0798,1.0805,-12.9514,-64.4552001953125,116.0316009521484,-6.555799961090088,21.60610008239746,4.782800197601318,Medio,Medio,0.10799328413445425,0.7924089241488572,0.09959779171668844
249,Cancion_Sint_0080,Prince Royce,Balada,Balada/bachata,US,sintetico,7.272,15.3,True,True,1015344,11572032,11.4,87,417120,0.632,AR,,1,Consagrado,Major,False,0,9,233.69,87.4,0.1752,0.0871,1228.08,904.73,1775.57,2500.0,0.04,0.8928,-17.0008,-188.4727,105.0,12.9747,16.4577,8.5431,Bajo,Bajo,0.6945718059871147,0.2631158066864045,0.04231238732648096
250,Mi Religión,Morat,Balada,Balada pop,CO,real,6.813,11.5,False,True,267956,5414735,20.21,79,156520,0.7043,CO,MX,2,Consagrado,Major,False,0,5,283.54,92.3,0.1855999976396561,0.0976999998092651,2010.14,912.4,2454.95,4625.75,0.0711,0.9521,-14.8714,-127.4573974609375,91.65779876708984,21.48859977722168,25.47369956970215,10.94979953765869,Alto,Bajo,0.4579496483910773,0.33466158044758065,0.20738877116134205
251,Cancion_Sint_0087,Amaral,Balada,Balada rock,ES,sintetico,4.204,15.3,False,True,1165,8727,7.49,81,754,0.3784,ES,,1,Emergente,Indie,False,0,10,303.31,76.0,0.1169,0.0772,2141.22,931.1,2259.6,4480.42,0.0952,0.9331,-17.29,-155.6186,93.8039,-2.0588,21.8963,-0.6491,Bajo,Bajo,0.9489749317496408,0.0452551078593468,0.0057699603910124535
252,Cancion_Sint_0116,Artista_Bld_0026,Balada,Balada pop,MX,sintetico,6.238,5.6,False,False,426805,2435585,5.71,41,246513,0.5963,MX,US,2,Establecido,Indie,False,0,2,249.04,92.5,0.123,0.0713,1805.2,975.55,2185.72,3912.64,0.0684,1.0041,-19.0505,-200.4196,98.9716,22.254,23.8562,0.2649,Bajo,Bajo,0.6499017805614441,0.31271103050231025,0.03738718893624571
253,Cancion_Sint_0073,Artista_Bld_0038,Balada,Balada pop,ES,sintetico,5.471,8.3,True,True,22203,241155,10.86,76,4901,0.3248,ES,MX,3,Emergente,Indie,False,0,2,262.79,90.4,0.2252,0.097,1907.57,845.05,2191.58,3826.92,0.0875,1.2678,-10.5951,-110.0,101.8261,5.6394,9.4035,3.5693,Medio,Medio,0.20629793377564037,0.6994035084563799,0.0942985577679797
254,Tenías Que Ser Tú,Carlos Rivera,Balada,Balada pop,MX,real,6.716,13.1,True,True,1391629,25612291,18.4,54,744488,0.5988,VE,MX,4,Consagrado,Major,False,0,9,209.26,80.75,0.2430000007152557,0.1075000017881393,2602.26,802.66,2760.67,5863.45,0.1086,0.9729,-12.1735,-46.54890060424805,79.1865005493164,9.213299751281738,21.41209983825684,4.66450023651123,Alto,Alto,0.013916631271527164,0.17282587305865363,0.8132574956698191
255,Aléjate de Mí,Camila,Balada,Balada pop,MX,real,6.67,19.0,True,True,1092710,35127307,32.15,50,379820,0.6064,CO,MX,4,Consagrado,Major,False,0,5,266.22,71.8,0.1274999976158142,0.0803000032901763,2438.05,948.58,2566.79,5307.44,0.1006,0.8629,-17.4099,-138.1786041259766,81.06629943847656,5.203199863433838,28.29649925231934,9.75380039215088,Alto,Alto,0.016847424294167173,0.10337162506480199,0.879780950641031
256,Cancion_Sint_0046,Artista_Bld_0002,Balada,Balada folk,ES,sintetico,7.049,8.8,True,True,1150410,22327905,19.41,69,656613,0.6312,MX,,1,Consagrado,Major,False,0,8,259.43,127.7,0.1058,0.0644,2488.91,946.07,2522.35,5429.33,0.1142,0.8945,-18.7056,-144.1705,90.4582,-0.1533,10.7471,2.0548,Medio,Medio,0.4166649557192588,0.5496955239362172,0.03363952034452403
257,Me Muero de Amor,Axel,Balada,Balada pop,AR,real,5.806,12.6,False,False,192739,3143595,16.31,59,76909,0.4239,MX,US,6,Consagrado,Major,False,0,5,269.28,66.3,0.0742999985814094,0.0452000014483928,1792.07,956.23,2169.61,3532.37,0.0752,0.9647,-21.7266,-219.6945953369141,117.8796997070312,8.096199989318848,10.22360038757324,7.113399982452393,Alto,Alto,0.021296934701880377,0.2043988997834337,0.7743041655146858
258,Rompiste mi Corazón,Jesse & Joy,Balada,Balada pop,MX,real,7.17,17.1,False,False,1812905,38659261,21.32,54,683047,0.8292,US,MX,3,Consagrado,Major,False,0,7,333.93,71.8,0.2258999943733215,0.1431999951601028,2083.72,1074.3,2379.81,4361.21,0.0921,0.8756,-11.564,-111.7033996582031,94.77870178222656,9.424400329589844,19.96570014953613,9.036499977111816,Alto,Alto,0.08674974836348004,0.22205380185322726,0.6911964497832928
259,De Todas las Flores,Natalia Lafourcade,Balada,Balada folk,MX,real,6.756,16.3,True,True,1431996,44873209,31.34,29,935199,0.6658,MX,ES,2,Consagrado,Major,False,0,9,324.59,99.4,0.1896000057458878,0.0944999977946281,1135.15,792.42,1767.77,2151.43,0.0406,1.2396,-14.6793,-197.7678985595703,132.5906066894531,26.15999984741211,29.32659912109375,15.25839996337891,Bajo,Medio,0.38849761463328797,0.5372993529622687,0.07420303240444331
260,Hasta la Raíz,Natalia Lafourcade,Balada,Balada folk,MX,real,6.756,16.3,True,True,1431996,44873209,31.34,29,935199,0.6658,CL,US,2,Consagrado,Major,False,0,4,220.94,103.4,0.2179999947547913,0.066600002348423,1826.79,598.99,2326.3,3998.52,0.066,1.4974,-14.3552,-94.65249633789062,99.12969970703124,7.956799983978271,34.28329849243164,12.17280006408691,Alto,Alto,0.2759716596278316,0.26537081896852416,0.45865752140364424
261,Tonería,Morat,Balada,Balada pop,CO,real,6.813,11.5,True,True,267956,5414735,20.21,79,156520,0.7043,AR,CL,3,Consagrado,Major,False,0,6,225.7,95.7,0.2502000033855438,0.1184000000357628,2495.32,898.51,2688.31,5725.9,0.0908,1.0426,-13.0754,-64.67639923095703,74.2654037475586,9.9266996383667,18.0442008972168,5.778200149536133,Alto,Alto,0.043673025335066264,0.2463323387627873,0.7099946359021464
262,Almería,Manuel Carrasco,Balada,Balada pop,ES,real,5.332,12.3,False,True,30475,702628,23.06,82,13076,0.531,VE,,1,Emergente,Major,False,0,7,323.85,136.0,0.1254999935626984,0.0542000010609626,2118.34,630.99,2266.71,4337.81,0.101,1.4699,-18.1141,-99.7759017944336,104.1421966552734,-19.21990013122559,5.355400085449219,-0.4332999885082245,Bajo,Bajo,0.9034363047276748,0.08772579387819114,0.008837901394133993
263,Alguien,Reik,Balada,Balada pop,MX,real,6.338,18.5,True,True,266722,2589309,9.71,69,69087,0.7752,US,GT,4,Consagrado,Major,False,0,4,209.79,129.2,0.1844000071287155,0.0910999998450279,1869.41,830.15,2186.42,3847.32,0.0764,1.0559,-14.5375,-121.1781005859375,104.263801574707,0.2187000066041946,26.88899993896484,14.10210037231445,Alto,Alto,0.019116020859662918,0.131141560280926,0.8497424188594112
264,Cancion_Sint_0137,Artista_Bld_0055,Balada,Balada folk,CO,sintetico,4.94,6.2,True,True,1542,18401,11.93,61,881,0.6307,AR,,1,Emergente,Indie,False,0,6,307.91,118.9,0.1547,0.0861,1573.74,716.09,1808.01,3004.84,0.0774,0.9141,-15.7549,-137.5705,105.0,1.0791,21.0354,-3.1614,Bajo,Bajo,0.9618307691478845,0.029623001083225096,0.008546229768890377
265,Cancion_Sint_0102,Artista_Bld_0021,Balada,Balada pop,MX,sintetico,6.017,5.9,False,True,75388,834558,11.07,60,43041,0.3032,US,,1,Emergente,Major,True,1,5,211.12,80.8,0.2523,0.12,2675.74,997.55,2650.35,5809.8,0.1129,1.2066,-12.3219,-110.0,74.6689,-2.1879,13.0624,8.435,Bajo,Bajo,0.9096478202483834,0.0778526631863127,0.012499516565303776
266,Cancion_Sint_0047,Artista_Bld_0002,Balada,Balada folk,ES,sintetico,7.049,8.8,True,True,1150410,22327905,19.41,69,656613,0.6312,MX,US,3,Consagrado,Major,False,0,1,140.51,136.0,0.1815,0.08,2180.05,787.17,2365.21,4742.77,0.0884,0.9129,-15.3437,-114.1046,86.3634,0.8322,26.6701,10.971,Medio,Medio,0.06858431006123777,0.6382205239397157,0.29319516599904644
267,Cancion_Sint_0121,Artista_Bld_0027,Balada,Balada folk,MX,sintetico,5.732,11.6,False,True,63393,573550,9.05,53,40911,0.609,MX,,1,Emergente,Indie,True,1,11,229.06,93.1,0.1868,0.0918,2236.07,788.26,2493.82,4972.71,0.0947,1.249,-16.0133,-110.0,90.416,9.4962,23.6925,-2.735,Bajo,Bajo,0.919915633381904,0.07006643645153222,0.01001793016656368
268,Cancion_Sint_0067,Artista_Bld_0023,Balada,Balada pop,VE,sintetico,6.013,10.2,False,True,158602,1348588,8.5,81,48871,0.4289,US,,1,Establecido,Major,False,0,4,256.44,98.1,0.0953,0.0801,1753.08,1078.75,2064.38,3567.63,0.0641,1.2201,-20.558,-213.4989,105.0,8.272,21.6303,13.1815,Medio,Bajo,0.521265614851331,0.44649436891575706,0.03224001623291199
269,Cancion_Sint_0038,Ricardo Montaner,Balada,Balada pop,VE,sintetico,5.459,17.2,False,True,33798,512353,15.16,92,22394,0.4299,MX,,1,Establecido,Major,False,0,8,280.71,81.9,0.1891,0.12,1959.26,790.65,2151.14,3886.02,0.0841,0.8386,-13.3997,-112.6757,102.7418,-11.1351,5.0,1.8327,Medio,Bajo,0.5507727486858733,0.4388835362948357,0.01034371501929104
270,Cancion_Sint_0043,Artista_Bld_0004,Balada,Balada folk,US,sintetico,7.107,15.2,True,True,3601979,55464462,15.4,100,1848009,0.5866,CO,ES,4,Consagrado,Indie,False,0,10,190.1,116.3,0.2061,0.1,1732.2,965.06,2209.56,3773.65,0.0511,1.2628,-16.3517,-171.9781,102.6924,22.5883,33.6143,15.9487,Medio,Medio,0.0738293203966871,0.6898751465203552,0.23629553308295762
271,Cancion_Sint_0135,Artista_Bld_0053,Balada,Balada pop,CL,sintetico,4.526,4.2,False,True,4920,68695,13.96,72,1850,0.662,PE,,1,Emergente,Indie,False,0,8,142.66,93.1,0.2717,0.12,1463.36,777.28,1752.27,2749.94,0.0654,1.0322,-10.0,-110.0,105.0,-2.3294,5.0,-1.1225,Bajo,Bajo,0.9389621554080106,0.05282199878681198,0.00821584580517749
272,Cancion_Sint_0082,El Canto del Loco,Balada,Balada pop,ES,sintetico,5.778,16.8,True,True,73290,718238,9.8,76,31313,0.3317,MX,ES,2,Consagrado,Indie,False,0,5,126.15,136.0,0.1941,0.0835,1976.52,835.61,2322.8,4360.9,0.0618,1.2062,-15.0672,-138.4161,99.6641,17.3997,26.9107,9.8545,Bajo,Bajo,0.7655898142814695,0.1944211934687908,0.0399889922497396
273,Cancion_Sint_0155,Artista_Bld_0033,Balada,Balada pop,AR,sintetico,5.267,3.3,True,True,10653,126829,11.91,48,3738,0.6388,ES,,1,Emergente,Indie,False,0,10,257.35,128.0,0.1854,0.0561,2130.36,707.92,2408.92,4493.38,0.087,1.0671,-17.7571,-117.1986,92.4509,-0.2631,17.9998,11.558,Bajo,Bajo,0.9693204214125446,0.024257761416942664,0.006421817170512751
274,Cancion_Sint_0136,Artista_Bld_0049,Balada,Balada rock,GT,sintetico,5.42,8.0,False,True,25629,347781,13.57,44,7742,0.3598,MX,BO,3,Emergente,Regional,False,0,3,221.83,95.5,0.1739,0.0605,2314.38,721.07,2522.84,4979.65,0.1028,1.1279,-16.938,-110.0,92.9307,-1.7936,20.0261,4.2207,Bajo,Bajo,0.6760662920707272,0.2343989134442087,0.08953479448506407
275,Cancion_Sint_0100,Artista_Bld_0004,Balada,Balada folk,US,sintetico,7.107,15.2,True,True,3601979,55464462,15.4,100,1848009,0.5866,MX,CL,2,Consagrado,Indie,False,0,12,166.33,94.0,0.2039,0.073,1986.19,762.64,2334.5,4204.72,0.0717,1.0825,-15.2472,-110.0,86.8799,8.54,28.9741,11.4183,Bajo,Bajo,0.7519817107507808,0.1698820849638622,0.07813620428535706
276,Cancion_Sint_0032,Fonseca,Balada,Balada pop,CO,sintetico,6.19,18.0,True,True,44249,384306,8.69,61,25553,0.5034,CO,MX,4,Consagrado,Major,False,0,7,172.96,104.2,0.2028,0.1083,2561.17,920.48,2412.55,5348.76,0.121,1.0592,-14.3574,-110.0,74.3961,-15.0,16.4528,-3.9858,Medio,Alto,0.03529913994967134,0.4741768247826393,0.49052403526768934
277,Nada Se Compara Contigo,Paty Cantú,Balada,Balada pop,MX,real,5.348,19.4,False,True,13635,197031,14.45,54,6877,0.3204,MX,,1,Consagrado,Major,False,0,4,246.32,129.2,0.1715999990701675,0.1019999980926514,1754.68,585.65,1988.03,3574.59,0.0773,0.8828,-14.4258,-130.9467010498047,111.2602996826172,-8.014699935913086,31.92849922180176,1.570000052452087,Bajo,Bajo,0.8136752696774138,0.1607355582162364,0.02558917210634979
278,Tú Eres la Droga,Lasso,Balada,Balada pop,VE,real,6.545,14.1,False,True,369298,3009040,8.15,89,192631,0.6041,AR,,1,Consagrado,Major,False,0,1,225.65,80.75,0.2766000032424927,0.1006999984383583,2161.33,873.81,2276.46,4498.14,0.0984,1.0599,-11.9383,-42.56019973754883,89.93070220947266,-3.11139988899231,31.54380035400391,5.389200210571289,Bajo,Bajo,0.8188305416513946,0.1409227019665497,0.04024675638205569
279,Cancion_Sint_0048,Artista_Bld_0007,Balada,Balada rock,ES,sintetico,6.509,10.7,True,True,611687,9280332,15.17,60,136098,0.4386,MX,ES,4,Establecido,Indie,False,0,2,232.52,86.7,0.1754,0.0964,1864.71,846.24,2309.52,4163.27,0.0638,1.2198,-16.952,-143.3559,105.0,12.8083,17.9469,2.4393,Medio,Medio,0.03698469190140302,0.8322643251625147,0.13075098293608234
280,Cancion_Sint_0021,Artista_Bld_0023,Balada,Balada pop,VE,sintetico,6.013,10.2,False,True,158602,1348588,8.5,81,48871,0.4289,VE,MX,3,Establecido,Major,False,0,1,242.85,72.0,0.1345,0.0656,2570.92,734.18,2520.56,5470.3,0.1154,1.3738,-17.3516,-110.0,87.4434,-13.2741,14.0627,11.0424,Alto,Alto,0.21969460244998731,0.3458983486069747,0.43440704894303794
281,Cancion_Sint_0090,Chayanne,Balada,Balada pop,PR,sintetico,5.556,17.0,True,True,52128,653444,12.54,75,26618,0.4594,CO,US,2,Consagrado,Major,False,0,6,232.22,71.9,0.1331,0.0313,2412.06,732.22,2801.42,5651.76,0.0846,1.2206,-19.8567,-140.7876,80.7093,23.9271,35.3494,16.4074,Bajo,Bajo,0.6803440127967845,0.213314136395449,0.1063418508077665
282,Quédate,Reik,Balada,Balada pop,MX,real,6.338,18.5,True,True,266722,2589309,9.71,69,69087,0.7752,MX,CL,2,Consagrado,Major,False,0,8,203.89,95.7,0.1673000007867813,0.0854000002145767,2606.9,1008.47,2815.23,5961.79,0.0992,1.1351,-16.0951,-117.4318008422852,73.28399658203125,18.25559997558594,22.90900039672852,18.94020080566406,Bajo,Bajo,0.5048459252727672,0.2526762776665391,0.24247779706069367
283,¿Con Quién Se Queda el Perro?,Jesse & Joy,Balada,Balada pop,MX,real,7.17,17.1,False,False,1812905,38659261,21.32,54,683047,0.8292,MX,US,5,Consagrado,Major,False,0,10,228.32,95.7,0.096900001168251,0.0603000000119209,2372.31,963.5,2416.07,4822.75,0.111,0.8955,-19.8906,-183.00390625,77.8895034790039,-1.313099980354309,23.9503002166748,7.297900199890137,Medio,Alto,0.02369664898372644,0.3970659733772339,0.5792373776390396
284,Tu Falta de Querer,Mon Laferte,Balada,Balada rock,CL,real,6.813,13.8,True,False,748873,9273229,12.38,58,488644,0.6272,CO,US,5,Consagrado,Major,False,0,10,278.87,86.1,0.0922000035643577,0.0303000006824731,1931.04,711.68,2252.25,3989.85,0.0795,1.064,-21.836,-188.4232940673828,95.47989654541016,-4.664000034332275,29.00919914245605,16.66679954528809,Alto,Alto,0.012634307497970544,0.06365165068445636,0.9237140418175731
285,Prometo,Pablo Alborán,Balada,Balada pop,ES,real,6.616,16.7,False,False,565278,9385990,16.6,58,241959,0.7403,PE,US,2,Consagrado,Major,False,0,1,360.58,123.0,0.1230999976396561,0.1022000014781952,1610.69,983.4,2037.87,3346.82,0.0565,0.8845,-16.1637,-231.7326049804688,108.4057998657227,23.44400024414062,16.51609992980957,0.6309999823570251,Medio,Medio,0.14296461307548544,0.7937846687536121,0.06325071817090241
286,Aquí Estoy Yo,Luis Fonsi,Balada,Balada pop,PR,real,5.959,17.5,True,True,82717,1027047,12.42,52,34997,0.6351,MX,PR,5,Consagrado,Indie,False,0,6,247.94,76.0,0.1973000019788742,0.0812000036239624,1851.32,711.64,2112.88,3799.85,0.081,0.9607,-14.3101,-90.59660339355467,110.4468994140625,-5.348199844360352,24.4463005065918,6.026500225067139,Alto,Alto,0.02161904127090714,0.07441044368440224,0.9039705150446906
287,Cancion_Sint_0036,Rozalén,Balada,Balada folk,ES,sintetico,5.892,10.7,True,True,40062,679359,16.96,79,14928,0.3745,MX,CL,2,Establecido,Major,False,0,2,272.28,86.3,0.0859,0.0449,1606.29,852.12,2296.89,3918.94,0.04,1.0036,-22.5264,-220.0,103.3491,35.0,34.4485,13.3391,Medio,Medio,0.27388552871542093,0.6845057870040059,0.041608684280573204
288,Cuando Nadie Ve,Morat,Balada,Balada pop,CO,real,6.813,11.5,True,True,267956,5414735,20.21,79,156520,0.7043,MX,US,6,Consagrado,Major,True,1,6,225.7,95.7,0.2502000033855438,0.1184000000357628,2495.32,898.51,2688.31,5725.9,0.0908,1.0426,-13.0754,-64.67639923095703,74.2654037475586,9.9266996383667,18.0442008972168,5.778200149536133,Alto,Alto,0.009841236366834961,0.08285666895296942,0.9073020946801956
289,Cancion_Sint_0094,Artista_Bld_0007,Balada,Balada rock,ES,sintetico,6.509,10.7,True,True,611687,9280332,15.17,60,136098,0.4386,CL,CO,2,Establecido,Indie,False,0,9,182.85,117.7,0.1897,0.093,2037.12,732.21,2354.57,4407.35,0.0751,1.2404,-14.7846,-110.0,90.6752,0.7183,21.7477,11.7322,Bajo,Bajo,0.8144445715898463,0.13278889891837725,0.05276652949177637
290,Se Fue,Coti,Balada,Balada pop,AR,real,6.572,16.6,True,True,3206790,34402981,10.73,82,903182,0.5586,AR,CL,4,Consagrado,Major,False,0,7,229.0,136.0,0.1371999979019165,0.0489999987185001,2581.02,650.76,2661.42,5563.66,0.1166,1.0935,-17.848,-78.78929901123047,76.19840240478516,1.00220000743866,27.91189956665039,8.815699577331543,Alto,Alto,0.028595888543380847,0.151273136198106,0.8201309752585132
291,Bonita,Juanes,Balada,Balada pop,CO,real,6.403,19.3,True,True,436350,5791768,13.27,65,110809,0.6194,MX,VE,5,Consagrado,Major,False,0,9,155.57,80.75,0.2446999996900558,0.1058999970555305,2558.17,822.94,2548.61,5440.35,0.1139,1.4014,-12.4336,-47.90069961547852,69.34750366210938,-9.430899620056152,8.241499900817871,0.6833000183105469,Alto,Alto,0.009757230264677647,0.1403975122305097,0.8498452575048127
292,Cancion_Sint_0095,Artista_Bld_0003,Balada,Balada pop,ES,sintetico,6.949,11.9,True,True,1565341,17756582,11.34,91,742561,0.8308,ES,MX,2,Consagrado,Major,False,0,1,312.41,93.7,0.1636,0.0821,1549.25,842.9,1974.19,3119.12,0.0707,0.9728,-16.0418,-165.2511,105.0,13.8022,27.353,10.1378,Bajo,Bajo,0.5414064955734754,0.3325060438632581,0.12608746056326642
293,Cancion_Sint_0072,Artista_Bld_0055,Balada,Balada folk,CO,sintetico,4.94,6.2,True,True,1542,18401,11.93,61,881,0.6307,ES,MX,2,Emergente,Indie,False,0,8,273.51,86.6,0.1549,0.0656,1984.68,859.43,2322.47,4380.03,0.0806,1.0369,-15.565,-110.0,105.0,2.0196,5.0,-2.5432,Medio,Bajo,0.6789951497258964,0.3004602144934802,0.020544635780623433
294,Quedarme Contigo,Chayanne,Balada,Balada pop,PR,real,5.556,17.0,True,True,52128,653444,12.54,75,26618,0.4594,US,AR,5,Consagrado,Major,True,1,10,213.93,123.0,0.0803000032901763,0.0436999984085559,2034.35,922.8,2438.17,4517.24,0.0799,1.0333,-21.4996,-202.3874969482422,101.9143981933594,19.11779975891113,24.53890037536621,3.409499883651733,Medio,Medio,0.022923613726402076,0.5675026523675409,0.409573733906057
295,Saturno,Pablo Alborán,Balada,Balada pop,ES,real,6.616,16.7,False,False,565278,9385990,16.6,58,241959,0.7403,US,ES,6,Consagrado,Major,False,0,9,253.77,129.2,0.1820999979972839,0.1000000014901161,1981.41,793.94,2372.78,4473.18,0.0743,0.945,-14.6755,-112.7843017578125,98.4770965576172,14.93019962310791,27.93630027770996,2.712199926376343,Alto,Alto,0.015043147736353374,0.18577262903378927,0.7991842232298573
296,Cancion_Sint_0104,Artista_Bld_0014,Balada,Balada pop,PR,sintetico,5.991,10.8,True,True,81208,1059250,13.04,76,47280,0.4997,US,ES,2,Establecido,Major,False,0,9,235.18,85.9,0.1459,0.0369,2511.81,664.88,2593.55,5509.06,0.1073,0.7911,-18.6484,-110.0,79.3655,3.814,46.1045,9.3851,Bajo,Bajo,0.74071031073567,0.21393616988712688,0.0453535193772031
297,Lo Que Yo Dé,Sin Bandera,Balada,Balada pop,MX,real,4.611,17.0,True,True,9899,137713,13.91,81,6440,0.4312,MX,CO,5,Establecido,Major,False,0,2,296.57,129.2,0.2157000005245209,0.1322000026702881,2169.62,899.09,2447.9,4875.7,0.0843,0.9656,-13.0342,-95.84739685058594,92.91429901123048,11.15590000152588,21.42000007629395,3.80649995803833,Medio,Medio,0.038344275847476496,0.8152287555258569,0.14642696862666654
298,Cancion_Sint_0158,Artista_Bld_0053,Balada,Balada pop,CL,sintetico,4.526,4.2,False,True,4920,68695,13.96,72,1850,0.662,MX,,1,Emergente,Indie,False,0,9,239.75,100.2,0.1878,0.105,1889.02,968.17,2124.37,3879.19,0.0805,1.1554,-13.9127,-121.9468,105.0,-1.6802,10.1488,-2.0908,Bajo,Bajo,0.9427510210097745,0.0510252504331422,0.0062237285570833165
299,Todo lo que Tengo Soy Yo,Lasso,Balada,Balada pop,VE,real,6.545,14.1,True,True,369298,3009040,8.15,89,192631,0.6041,ES,US,2,Consagrado,Major,True,1,4,269.72,123.0,0.286300003528595,0.0952000021934509,1994.4,644.6,2128.25,4095.88,0.092,1.1093,-11.6884,-33.21860122680664,108.219596862793,-14.390700340271,16.59099960327148,-4.519499778747559,Medio,Medio,0.2787366891640321,0.5963587005772233,0.12490461025874464
300,Cancion_Sint_0151,Artista_Bld_0058,Balada,Balada pop,CO,sintetico,5.455,5.3,False,False,41049,445068,10.84,42,14025,0.6186,MX,AR,3,Emergente,Major,True,1,4,300.63,83.2,0.1785,0.1132,2067.02,965.36,2184.72,4214.41,0.0911,0.9651,-14.735,-113.9748,105.0,-3.9391,5.5984,-5.0,Bajo,Medio,0.4353541527703578,0.47262562734192975,0.09202021988771251
301,Cancion_Sint_0074,Artista_Bld_0045,Balada,Balada pop,MX,sintetico,4.176,1.4,False,False,943,11627,12.33,41,209,0.2866,MX,US,4,Emergente,Major,False,0,2,212.78,92.0,0.1201,0.047,2883.68,659.58,3000.93,6389.66,0.1183,1.1192,-18.8455,-110.0,60.0,8.9476,39.0194,12.088,Medio,Medio,0.18664614897796464,0.6030632795231777,0.21029057149885763
302,Carta de Amor,Morat,Balada,Balada pop,CO,real,6.813,11.5,True,True,267956,5414735,20.21,79,156520,0.7043,US,MX,4,Consagrado,Major,False,0,6,206.22,86.1,0.0658999979496002,0.0379000008106231,3009.29,1042.41,2949.88,6786.5,0.1231,0.9325,-24.3735,-181.9031066894531,64.34380340576172,12.11890029907227,10.81079959869385,8.941399574279785,Alto,Alto,0.01675608569283441,0.1802905201708029,0.8029533941363627
303,Tu Recuerdo,Prince Royce,Balada,Balada/bachata,US,real,7.272,15.3,True,True,1015344,11572032,11.4,87,417120,0.632,US,DO,2,Consagrado,Major,False,0,3,253.07,129.2,0.2313999980688095,0.0886000022292137,2266.21,738.64,2550.55,5158.7,0.0895,1.01,-13.1074,-67.51000213623047,93.48590087890624,4.372700214385986,16.05159950256348,2.0139000415802,Alto,Medio,0.24925156189546,0.4300723542959792,0.3206760838085608
304,Cancion_Sint_0005,Camila,Balada,Balada pop,MX,sintetico,6.67,19.0,True,True,1092710,35127307,32.15,50,379820,0.6064,MX,US,5,Consagrado,Major,False,0,5,208.43,101.0,0.0993,0.0547,2173.67,823.18,2305.89,4661.18,0.0923,1.0461,-19.4909,-160.6814,90.0426,-5.8126,19.9072,2.7697,Alto,Alto,0.011190041828839713,0.11670250262777021,0.87210745554339
305,Cancion_Sint_0020,Artista_Bld_0017,Balada,Balada pop,CL,sintetico,5.813,5.5,True,True,117624,717859,6.1,15,77735,0.6782,CL,PE,4,Emergente,Indie,False,0,3,167.92,105.7,0.2656,0.12,2215.04,770.36,2299.72,4551.87,0.0946,0.9361,-12.3295,-110.0,80.3458,-15.0,14.0373,3.1462,Alto,Alto,0.13201739357181871,0.25356290977198526,0.614419696656196
306,Cancion_Sint_0162,Artista_Bld_0051,Balada,Balada pop,MX,sintetico,5.31,4.2,False,False,11051,114503,10.36,90,6211,0.2893,PR,PE,3,Emergente,Regional,False,0,8,225.89,116.4,0.1339,0.049,2063.82,724.44,2422.09,4555.06,0.0805,1.2383,-19.3792,-152.4022,102.543,10.9153,17.2299,10.5801,Bajo,Bajo,0.6405354959243069,0.27514819847687844,0.08431630559881463
307,Cancion_Sint_0018,Artista_Bld_0013,Balada,Balada pop,MX,sintetico,6.262,5.8,True,True,76064,359113,4.72,44,17995,0.4474,MX,ES,3,Emergente,Indie,False,0,3,178.46,101.1,0.0861,0.0698,1385.16,1074.8,1961.4,2981.17,0.0532,1.1631,-19.6878,-220.0,105.0,22.304,13.0863,7.1689,Alto,Medio,0.19531646198879948,0.44469331747021873,0.35999022054098184
308,La Diferencia,Mon Laferte,Balada,Balada pop,CL,real,6.813,13.8,True,True,748873,9273229,12.38,58,488644,0.6272,CL,ES,3,Consagrado,Major,True,1,4,276.83,86.1,0.1905999928712845,0.0662999972701072,1905.13,598.35,2257.72,4089.12,0.0821,1.1274,-15.1994,-83.22489929199219,111.7142028808594,-0.3953999876976013,10.91460037231445,-0.7875000238418579,Alto,Alto,0.06186535550221973,0.301918748968511,0.6362158955292694
